resume_seq,recruitment_seq
U05833,R02806
U05833,R00600
U05833,R05806
U05833,R03651
U05833,R05618
U06456,R03611
U06456,R03318
U06456,R03064
U06456,R04767
U06456,R00014
U07807,R03663
U07807,R06085
U07807,R04196
U07807,R02419
U07807,R06519
U04842,R00112
U04842,R03096
U04842,R03430
U04842,R02729
U04842,R01292
U08336,R01292
U08336,R05989
U08336,R04460
U08336,R05725
U08336,R02729
U03753,R02446
U03753,R02885
U03753,R04764
U03753,R03940
U03753,R00581
U01045,R00565
U01045,R03499
U01045,R04913
U01045,R01964
U01045,R00063
U00825,R04294
U00825,R03195
U00825,R00436
U00825,R00900
U00825,R05586
U07438,R04075
U07438,R06270
U07438,R02410
U07438,R02642
U07438,R01016
U01917,R00277
U01917,R02991
U01917,R01431
U01917,R02035
U01917,R05620
U00357,R03658
U00357,R02303
U00357,R05416
U00357,R03852
U00357,R05055
U05806,R06075
U05806,R04021
U05806,R04735
U05806,R02161
U05806,R01227
U05450,R01658
U05450,R00349
U05450,R01157
U05450,R04652
U05450,R04764
U06130,R01081
U06130,R01354
U06130,R02973
U06130,R01103
U06130,R04809
U01346,R00089
U01346,R04193
U01346,R00175
U01346,R06188
U01346,R05127
U00385,R01692
U00385,R04388
U00385,R05109
U00385,R02774
U00385,R05285
U05824,R06053
U05824,R01419
U05824,R00917
U05824,R05392
U05824,R04549
U06246,R05291
U06246,R01535
U06246,R02082
U06246,R00808
U06246,R01955
U00948,R04909
U00948,R06278
U00948,R01348
U00948,R01584
U00948,R00804
U06687,R05481
U06687,R05678
U06687,R01431
U06687,R03510
U06687,R05537
U04199,R04995
U04199,R00166
U04199,R06598
U04199,R03266
U04199,R01482
U07934,R03510
U07934,R00614
U07934,R02238
U07934,R00663
U07934,R00939
U04227,R04745
U04227,R05018
U04227,R05351
U04227,R03312
U04227,R00766
U06206,R01399
U06206,R02115
U06206,R01918
U06206,R02263
U06206,R03886
U01224,R01838
U01224,R06146
U01224,R05676
U01224,R03791
U01224,R01205
U06389,R01535
U06389,R01508
U06389,R02743
U06389,R00586
U06389,R02173
U07292,R01267
U07292,R03312
U07292,R02236
U07292,R00766
U07292,R01724
U00671,R03912
U00671,R01772
U00671,R02743
U00671,R03237
U00671,R01247
U03148,R02368
U03148,R00432
U03148,R04858
U03148,R04937
U03148,R05128
U08015,R05742
U08015,R01572
U08015,R01914
U08015,R02171
U08015,R01973
U00310,R03927
U00310,R04554
U00310,R00227
U00310,R04158
U00310,R00982
U04319,R05487
U04319,R00922
U04319,R01584
U04319,R04909
U04319,R00804
U06367,R04396
U06367,R01252
U06367,R03890
U06367,R06633
U06367,R04873
U07627,R01552
U07627,R03287
U07627,R01667
U07627,R00122
U07627,R05837
U05776,R01475
U05776,R05276
U05776,R06056
U05776,R06223
U05776,R05881
U02907,R04666
U02907,R06315
U02907,R05895
U02907,R00913
U02907,R02507
U05153,R02344
U05153,R05762
U05153,R03650
U05153,R06052
U05153,R01969
U01456,R01336
U01456,R05991
U01456,R03167
U01456,R02879
U01456,R03237
U05780,R06570
U05780,R02000
U05780,R00444
U05780,R01807
U05780,R01262
U01128,R02729
U01128,R04225
U01128,R05569
U01128,R04099
U01128,R04063
U08050,R00559
U08050,R00089
U08050,R00255
U08050,R02224
U08050,R05943
U07467,R05676
U07467,R00242
U07467,R01996
U07467,R04382
U07467,R00138
U03000,R01725
U03000,R05078
U03000,R04287
U03000,R01904
U03000,R02555
U02220,R01436
U02220,R05947
U02220,R04626
U02220,R01121
U02220,R00411
U00073,R02569
U00073,R01025
U00073,R05957
U00073,R03525
U00073,R00326
U03806,R02881
U03806,R06419
U03806,R03654
U03806,R05933
U03806,R03621
U03858,R02477
U03858,R06388
U03858,R00171
U03858,R05702
U03858,R06278
U07038,R03099
U07038,R05023
U07038,R00595
U07038,R03662
U07038,R02041
U00038,R05549
U00038,R02417
U00038,R06484
U00038,R02271
U00038,R02997
U00725,R04200
U00725,R02093
U00725,R05165
U00725,R03678
U00725,R02435
U00776,R00131
U00776,R02659
U00776,R06527
U00776,R01002
U00776,R00400
U05438,R06278
U05438,R00298
U05438,R02991
U05438,R01364
U05438,R05702
U02164,R05132
U02164,R01364
U02164,R01988
U02164,R02768
U02164,R01794
U06477,R00519
U06477,R00765
U06477,R00257
U06477,R00611
U06477,R03484
U06548,R00293
U06548,R04027
U06548,R00961
U06548,R04992
U06548,R06363
U02225,R03789
U02225,R04908
U02225,R00144
U02225,R02940
U02225,R03725
U01790,R01179
U01790,R00782
U01790,R02028
U01790,R03732
U01790,R04067
U07653,R03114
U07653,R00325
U07653,R06160
U07653,R06339
U07653,R04320
U02624,R03489
U02624,R01502
U02624,R04783
U02624,R06435
U02624,R00430
U04972,R06250
U04972,R02664
U04972,R01727
U04972,R03419
U04972,R04313
U07469,R04834
U07469,R04216
U07469,R02063
U07469,R04196
U07469,R05782
U01432,R01854
U01432,R03265
U01432,R05068
U01432,R04150
U01432,R05388
U03564,R04763
U03564,R04682
U03564,R04224
U03564,R01515
U03564,R00346
U01944,R00899
U01944,R00049
U01944,R02609
U01944,R04936
U01944,R00013
U06463,R06190
U06463,R01538
U06463,R00589
U06463,R02774
U06463,R03741
U06173,R01776
U06173,R02451
U06173,R01389
U06173,R02961
U06173,R03078
U04073,R03022
U04073,R01737
U04073,R00156
U04073,R02877
U04073,R04709
U04661,R04438
U04661,R04368
U04661,R01490
U04661,R05015
U04661,R06116
U05239,R00314
U05239,R04278
U05239,R01747
U05239,R03940
U05239,R01737
U01558,R06160
U01558,R02233
U01558,R00461
U01558,R03544
U01558,R05165
U03586,R05104
U03586,R02825
U03586,R01839
U03586,R05533
U03586,R00802
U03001,R01614
U03001,R02731
U03001,R05546
U03001,R00125
U03001,R00607
U06062,R03462
U06062,R02583
U06062,R05691
U06062,R00408
U06062,R04010
U01470,R02703
U01470,R03721
U01470,R06483
U01470,R04011
U01470,R03841
U07565,R03425
U07565,R03372
U07565,R01658
U07565,R04377
U07565,R00077
U01989,R00242
U01989,R06030
U01989,R05676
U01989,R00759
U01989,R05430
U00722,R05996
U00722,R03356
U00722,R00444
U00722,R00206
U00722,R03725
U07708,R00483
U07708,R01563
U07708,R01700
U07708,R01440
U07708,R05568
U07127,R00242
U07127,R02591
U07127,R06572
U07127,R05829
U07127,R04785
U03326,R02345
U03326,R04123
U03326,R02983
U03326,R01854
U03326,R00562
U01734,R02676
U01734,R03110
U01734,R01871
U01734,R02302
U01734,R05954
U03906,R04458
U03906,R05933
U03906,R01815
U03906,R04169
U03906,R06588
U07759,R01364
U07759,R00239
U07759,R04156
U07759,R00198
U07759,R01988
U06842,R05714
U06842,R04771
U06842,R05634
U06842,R02105
U06842,R00559
U08188,R00298
U08188,R03510
U08188,R05371
U08188,R02535
U08188,R01772
U01018,R01727
U01018,R00715
U01018,R01535
U01018,R02814
U01018,R01969
U06553,R05006
U06553,R06327
U06553,R01840
U06553,R00695
U06553,R04300
U01052,R05462
U01052,R01355
U01052,R00116
U01052,R01143
U01052,R01783
U07824,R06484
U07824,R01360
U07824,R06441
U07824,R03657
U07824,R05780
U08471,R04503
U08471,R04841
U08471,R02451
U08471,R02794
U08471,R00878
U00970,R02604
U00970,R02885
U00970,R01039
U00970,R06502
U00970,R05521
U05941,R06339
U05941,R00012
U05941,R04551
U05941,R04200
U05941,R06242
U00528,R03658
U00528,R00630
U00528,R06444
U00528,R05891
U00528,R02399
U03742,R01619
U03742,R02426
U03742,R02539
U03742,R06221
U03742,R06165
U04347,R01027
U04347,R04682
U04347,R00311
U04347,R04128
U04347,R01765
U07587,R04991
U07587,R00057
U07587,R03464
U07587,R04071
U07587,R06686
U02835,R03757
U02835,R03144
U02835,R00888
U02835,R01842
U02835,R04444
U04187,R00927
U04187,R04931
U04187,R04299
U04187,R04927
U04187,R03294
U00866,R03998
U00866,R05286
U00866,R02085
U00866,R05732
U00866,R01203
U00119,R06380
U00119,R06047
U00119,R05796
U00119,R04746
U00119,R06157
U02445,R06200
U02445,R01590
U02445,R03661
U02445,R02410
U02445,R04860
U02065,R05783
U02065,R04113
U02065,R02273
U02065,R00978
U02065,R06334
U00474,R01702
U00474,R05158
U00474,R02070
U00474,R01109
U00474,R04288
U02096,R04312
U02096,R05073
U02096,R04991
U02096,R05934
U02096,R00347
U07326,R04938
U07326,R01237
U07326,R04060
U07326,R04151
U07326,R00497
U03403,R04444
U03403,R04150
U03403,R04123
U03403,R00805
U03403,R02345
U06826,R04420
U06826,R04513
U06826,R03962
U06826,R04361
U06826,R02359
U01970,R01036
U01970,R02881
U01970,R03510
U01970,R03784
U01970,R05591
U00633,R04037
U00633,R06195
U00633,R01190
U00633,R01900
U00633,R01490
U08413,R04703
U08413,R03056
U08413,R05569
U08413,R04594
U08413,R02104
U06018,R01914
U06018,R01839
U06018,R01572
U06018,R05632
U06018,R05270
U00054,R02960
U00054,R03503
U00054,R04007
U00054,R05549
U00054,R02662
U07457,R05748
U07457,R00072
U07457,R00916
U07457,R01634
U07457,R05801
U00976,R03467
U00976,R01561
U00976,R01135
U00976,R00183
U00976,R04941
U04859,R00796
U04859,R06282
U04859,R06524
U04859,R03757
U04859,R04719
U00048,R01617
U00048,R04415
U00048,R00083
U00048,R05276
U00048,R02591
U06138,R04938
U06138,R05414
U06138,R01859
U06138,R04331
U06138,R04327
U07023,R04473
U07023,R01871
U07023,R05175
U07023,R04180
U07023,R04396
U08274,R05593
U08274,R03279
U08274,R05076
U08274,R00513
U08274,R03777
U00501,R03814
U00501,R05862
U00501,R03177
U00501,R06221
U00501,R04204
U07429,R00463
U07429,R02622
U07429,R05745
U07429,R00298
U07429,R00614
U00267,R01348
U00267,R01557
U00267,R05620
U00267,R01036
U00267,R02991
U05133,R04200
U05133,R00922
U05133,R01584
U05133,R00944
U05133,R03354
U00623,R01325
U00623,R02301
U00623,R04007
U00623,R05338
U00623,R02262
U05105,R06685
U05105,R03124
U05105,R03383
U05105,R04579
U05105,R01770
U02705,R03734
U02705,R05632
U02705,R02852
U02705,R05742
U02705,R01690
U03772,R04066
U03772,R05169
U03772,R02933
U03772,R05726
U03772,R06577
U03411,R00310
U03411,R02643
U03411,R02160
U03411,R04534
U03411,R01441
U07907,R02369
U07907,R04622
U07907,R04019
U07907,R02110
U07907,R06135
U07402,R01665
U07402,R01669
U07402,R04570
U07402,R00049
U07402,R03679
U01321,R01890
U01321,R03649
U01321,R01147
U01321,R02041
U01321,R01613
U04424,R00533
U04424,R05125
U04424,R05702
U04424,R02477
U04424,R00614
U04666,R04066
U04666,R05537
U04666,R05652
U04666,R03510
U04666,R00939
U07368,R02632
U07368,R04420
U07368,R05034
U07368,R05420
U07368,R06409
U05138,R03581
U05138,R03911
U05138,R01641
U05138,R01071
U05138,R01214
U05562,R04128
U05562,R04706
U05562,R01515
U05562,R01848
U05562,R00295
U05041,R05649
U05041,R06095
U05041,R02981
U05041,R02604
U05041,R02184
U07003,R04856
U07003,R03404
U07003,R02399
U07003,R05515
U07003,R05796
U05987,R05788
U05987,R00314
U05987,R02134
U05987,R02072
U05987,R02513
U02304,R00018
U02304,R06149
U02304,R04067
U02304,R01002
U02304,R03556
U06052,R03486
U06052,R01173
U06052,R00369
U06052,R02195
U06052,R01759
U00742,R02539
U00742,R04776
U00742,R00568
U00742,R00560
U00742,R01692
U04513,R02249
U04513,R02036
U04513,R04758
U04513,R01628
U04513,R00695
U03213,R03905
U03213,R05737
U03213,R00513
U03213,R02252
U03213,R04098
U07039,R06095
U07039,R02278
U07039,R00064
U07039,R04760
U07039,R03607
U06715,R04164
U06715,R01260
U06715,R06366
U06715,R04021
U06715,R02499
U01957,R03126
U01957,R04305
U01957,R00329
U01957,R06527
U01957,R01972
U02027,R03130
U02027,R01142
U02027,R01891
U02027,R00572
U02027,R04083
U04109,R05175
U04109,R01692
U04109,R04976
U04109,R03757
U04109,R02294
U00253,R05562
U00253,R06025
U00253,R04133
U00253,R01095
U00253,R04205
U04167,R04537
U04167,R01650
U04167,R01684
U04167,R01884
U04167,R01315
U08077,R00583
U08077,R06511
U08077,R00854
U08077,R05826
U08077,R01882
U07675,R03561
U07675,R06280
U07675,R04889
U07675,R05685
U07675,R04458
U03940,R01072
U03940,R03306
U03940,R06046
U03940,R03469
U03940,R03963
