resume_seq,recruitment_seq
U05833,R00304
U05833,R02806
U05833,R00585
U05833,R05618
U05833,R02540
U06456,R00523
U06456,R05156
U06456,R00014
U06456,R03429
U06456,R01383
U07807,R03579
U07807,R03707
U07807,R01467
U07807,R04501
U07807,R03585
U04842,R00071
U04842,R01292
U04842,R03096
U04842,R03430
U04842,R01970
U08336,R04050
U08336,R01292
U08336,R02497
U08336,R05510
U08336,R05725
U03753,R02885
U03753,R05328
U03753,R00323
U03753,R02380
U03753,R02430
U01045,R01723
U01045,R03372
U01045,R00487
U01045,R04133
U01045,R05484
U00825,R03195
U00825,R04768
U00825,R04294
U00825,R03084
U00825,R01660
U07438,R01621
U07438,R05855
U07438,R05939
U07438,R02410
U07438,R00932
U01917,R01431
U01917,R00277
U01917,R04866
U01917,R04662
U01917,R00334
U00357,R03122
U00357,R03113
U00357,R02303
U00357,R01048
U00357,R02702
U05806,R00597
U05806,R04649
U05806,R02279
U05806,R00913
U05806,R01227
U05450,R02561
U05450,R00832
U05450,R04108
U05450,R03914
U05450,R01741
U06130,R02613
U06130,R03147
U06130,R02103
U06130,R05188
U06130,R04140
U01346,R05809
U01346,R04893
U01346,R03140
U01346,R00766
U01346,R05919
U00385,R05285
U00385,R04527
U00385,R04776
U00385,R04388
U00385,R05799
U05824,R05829
U05824,R02307
U05824,R04845
U05824,R03739
U05824,R00220
U06246,R05162
U06246,R01535
U06246,R04690
U06246,R01736
U06246,R02543
U00948,R01348
U00948,R02822
U00948,R00804
U00948,R06305
U00948,R02779
U06687,R01794
U06687,R02768
U06687,R01431
U06687,R00397
U06687,R00277
U04199,R04007
U04199,R02432
U04199,R03067
U04199,R04204
U04199,R06498
U07934,R05702
U07934,R00615
U07934,R04662
U07934,R06636
U07934,R05367
U04227,R03538
U04227,R03239
U04227,R00969
U04227,R00003
U04227,R03151
U06206,R02263
U06206,R06572
U06206,R04158
U06206,R05792
U06206,R01741
U01224,R01838
U01224,R06146
U01224,R06160
U01224,R05475
U01224,R03698
U06389,R03237
U06389,R04780
U06389,R03988
U06389,R02459
U06389,R01508
U07292,R01960
U07292,R01497
U07292,R05728
U07292,R03226
U07292,R01408
U00671,R06413
U00671,R00844
U00671,R05212
U00671,R06463
U00671,R03879
U03148,R00787
U03148,R02368
U03148,R00291
U03148,R06352
U03148,R02706
U08015,R01109
U08015,R01572
U08015,R06174
U08015,R05919
U08015,R06126
U00310,R03927
U00310,R04554
U00310,R06684
U00310,R00572
U00310,R03505
U04319,R05487
U04319,R01833
U04319,R04930
U04319,R04200
U04319,R00773
U06367,R03329
U06367,R05411
U06367,R02097
U06367,R02711
U06367,R05407
U07627,R01552
U07627,R05854
U07627,R03287
U07627,R01323
U07627,R00531
U05776,R03721
U05776,R06686
U05776,R01795
U05776,R02058
U05776,R05706
U02907,R04988
U02907,R02507
U02907,R06315
U02907,R01291
U02907,R00473
U05153,R02344
U05153,R00498
U05153,R01969
U05153,R02917
U05153,R05762
U01456,R06338
U01456,R01253
U01456,R01336
U01456,R01240
U01456,R03385
U05780,R02695
U05780,R06570
U05780,R01024
U05780,R05124
U05780,R05136
U01128,R00107
U01128,R00627
U01128,R02091
U01128,R03672
U01128,R05475
U08050,R00559
U08050,R00255
U08050,R03054
U08050,R04780
U08050,R05943
U07467,R00032
U07467,R05659
U07467,R02356
U07467,R01747
U07467,R03105
U03000,R01597
U03000,R01904
