resume_seq,recruitment_seq
U05833,R00600
U05833,R03651
U05833,R02908
U05833,R01382
U05833,R00304
U06456,R04767
U06456,R00523
U06456,R01383
U06456,R03490
U06456,R05220
U07807,R01481
U07807,R02419
U07807,R03056
U07807,R01467
U07807,R04768
U04842,R03096
U04842,R03430
U04842,R01292
U04842,R02208
U04842,R02760
U08336,R02497
U08336,R03096
U08336,R05510
U08336,R05601
U08336,R01292
U03753,R00078
U03753,R02800
U03753,R00219
U03753,R02885
U03753,R04354
U01045,R02125
U01045,R01964
U01045,R00565
U01045,R04913
U01045,R05517
U00825,R04768
U00825,R03195
U00825,R02501
U00825,R04294
U00825,R06216
U07438,R01055
U07438,R01102
U07438,R06270
U07438,R04075
U07438,R02642
U01917,R01431
U01917,R00277
U01917,R00298
U01917,R02991
U01917,R06388
U00357,R02303
U00357,R04258
U00357,R02702
U00357,R00135
U00357,R03615
U05806,R02908
U05806,R05806
U05806,R00600
U05806,R06075
U05806,R00304
U05450,R03914
U05450,R04066
U05450,R01767
U05450,R00832
U05450,R01157
U06130,R03147
U06130,R04288
U06130,R04140
U06130,R02167
U06130,R02103
U01346,R05507
U01346,R03796
U01346,R06131
U01346,R06411
U01346,R02243
U00385,R01692
U00385,R05285
U00385,R03200
U00385,R02541
U00385,R03014
U05824,R05829
U05824,R00604
U05824,R02531
U05824,R00917
U05824,R06053
U06246,R01535
U06246,R02082
U06246,R04690
U06246,R04314
U06246,R05706
U00948,R02779
U00948,R05665
U00948,R01584
U00948,R00944
U00948,R01833
U06687,R04066
U06687,R01431
U06687,R02991
U06687,R00277
U06687,R03510
U04199,R01121
U04199,R01482
U04199,R03177
U04199,R02432
U04199,R03234
U07934,R03510
U07934,R01431
U07934,R02238
U07934,R01794
U07934,R00663
U04227,R04914
U04227,R03538
U04227,R03093
U04227,R06317
U04227,R05475
U06206,R01741
U06206,R02055
U06206,R02858
U06206,R01608
U06206,R04483
U01224,R05574
U01224,R06349
U01224,R03744
U01224,R06092
U01224,R06146
U06389,R00082
U06389,R03237
U06389,R01508
U06389,R06192
U06389,R02756
U07292,R02412
U07292,R04074
U07292,R06126
U07292,R06019
U07292,R00704
U00671,R03237
U00671,R01727
U00671,R03099
U00671,R02135
U00671,R00056
U03148,R06332
U03148,R01344
U03148,R01225
U03148,R01224
U03148,R00432
U08015,R05601
U08015,R05919
U08015,R01970
U08015,R04461
U08015,R02412
U00310,R03927
U00310,R01027
U00310,R04554
U00310,R04158
U00310,R01509
U04319,R01833
U04319,R05665
U04319,R05487
U04319,R01584
U04319,R00922
U06367,R03658
U06367,R01186
U06367,R02499
U06367,R00126
U06367,R06075
U07627,R01552
U07627,R05837
U07627,R06595
U07627,R01667
U07627,R00076
U05776,R00983
U05776,R00687
U05776,R01751
U05776,R03466
U05776,R02990
U02907,R02507
U02907,R05468
U02907,R01186
U02907,R06156
U02907,R02524
U05153,R00056
U05153,R03237
U05153,R00498
U05153,R03673
U05153,R01577
U01456,R01336
U01456,R06338
U01456,R02225
U01456,R02879
U01456,R05991
U05780,R06570
U05780,R02695
U05780,R01262
U05780,R01233
U05780,R03624
U01128,R01340
U01128,R05569
U01128,R04459
U01128,R01636
U01128,R00034
U08050,R00255
U08050,R00559
U08050,R02224
U08050,R04066
U08050,R00609
U07467,R05676
U07467,R02356
U07467,R00242
U07467,R01996
U07467,R05659
U03000,R06160
U03000,R01597
U03000,R05239
U03000,R02549
U03000,R01904
U02220,R01436
U02220,R05608
U02220,R05947
U02220,R00536
U02220,R00883
U00073,R03486
U00073,R00430
U00073,R01971
U00073,R03246
U00073,R06175
U03806,R00242
U03806,R02356
U03806,R05882
U03806,R00606
U03806,R06419
U03858,R01241
U03858,R06278
U03858,R00615
U03858,R02779
U03858,R06388
U07038,R03099
U07038,R02135
U07038,R01855
U07038,R03237
U07038,R00057
U00038,R06427
U00038,R04258
U00038,R06484
U00038,R06466
U00038,R00458
U00725,R05665
U00725,R04200
U00725,R02435
U00725,R06383
U00725,R02093
U00776,R05019
U00776,R04762
U00776,R03504
U00776,R06527
U00776,R04305
U05438,R02779
U05438,R02768
U05438,R00615
U05438,R01241
U05438,R06388
U02164,R05132
U02164,R02768
U02164,R04705
U02164,R06388
U02164,R01431
U06477,R02057
U06477,R00611
U06477,R00519
U06477,R00257
U06477,R04497
U06548,R03246
U06548,R01068
U06548,R02052
U06548,R02800
U06548,R01383
U02225,R00144
U02225,R00024
U02225,R00020
U02225,R01642
U02225,R05203
U01790,R04837
U01790,R06186
U01790,R03906
U01790,R00782
U01790,R01179
U07653,R00325
U07653,R03114
U07653,R06588
U07653,R05475
U07653,R06160
U02624,R03246
U02624,R01502
U02624,R01112
U02624,R06032
U02624,R04644
U04972,R06250
U04972,R00082
U04972,R03419
U04972,R01888
U04972,R03319
U07469,R05076
U07469,R01488
U07469,R04708
U07469,R04834
U07469,R04748
U01432,R05068
U01432,R03265
U01432,R06411
U01432,R01189
U01432,R02338
U03564,R04763
U03564,R00346
U03564,R01242
U03564,R05483
U03564,R04272
U01944,R04936
U01944,R05796
U01944,R03299
U01944,R02609
U01944,R02321
U06463,R01884
U06463,R04087
U06463,R04603
U06463,R05285
U06463,R02539
U06173,R03078
U06173,R03238
U06173,R04604
U06173,R01389
U06173,R00726
U04073,R05750
U04073,R03936
U04073,R02446
U04073,R01297
U04073,R05649
U04661,R04912
U04661,R02932
U04661,R06116
U04661,R04368
U04661,R04597
U05239,R00314
U05239,R04278
U05239,R05225
U05239,R02134
U05239,R01751
U01558,R04457
U01558,R02233
U01558,R05569
U01558,R03581
U01558,R01682
U03586,R02825
U03586,R00802
U03586,R01702
U03586,R05104
U03586,R03345
U03001,R02731
U03001,R05421
U03001,R02258
U03001,R01933
U03001,R01426
U06062,R04503
U06062,R05168
U06062,R02583
U06062,R01389
U06062,R04351
U01470,R03939
U01470,R02634
U01470,R03721
U01470,R03678
U01470,R05664
U07565,R05447
U07565,R04377
U07565,R01663
U07565,R01442
U07565,R06368
U01989,R02356
U01989,R06030
U01989,R05676
U01989,R03105
U01989,R02019
U00722,R05203
U00722,R00024
U00722,R00020
U00722,R05034
U00722,R03725
U07708,R00483
U07708,R04278
U07708,R05776
U07708,R00374
U07708,R05259
U07127,R01995
U07127,R06471
U07127,R06014
U07127,R02929
U07127,R00083
U03326,R04123
U03326,R00562
U03326,R00035
U03326,R03265
U03326,R00870
U01734,R02676
U01734,R03596
U01734,R03918
U01734,R00811
U01734,R04363
U03906,R03687
U03906,R05807
U03906,R01815
U03906,R06200
U03906,R00325
U07759,R00198
U07759,R01241
U07759,R02779
U07759,R06388
U07759,R00615
U06842,R02105
U06842,R03939
U06842,R05634
U06842,R04771
U06842,R01691
U08188,R01431
U08188,R03510
U08188,R01595
U08188,R00277
U08188,R00663
U01018,R01727
U01018,R03099
U01018,R00498
U01018,R02814
U01018,R03623
U06553,R00695
U06553,R03205
U06553,R06332
U06553,R04758
U06553,R04916
U01052,R04258
U01052,R01355
U01052,R00962
U01052,R05462
U01052,R02812
U07824,R01121
U07824,R06484
U07824,R05780
U07824,R01921
U07824,R02579
U08471,R04503
U08471,R05585
U08471,R01389
U08471,R02632
U08471,R00193
U00970,R05920
U00970,R01232
U00970,R00156
U00970,R00838
U00970,R00314
U05941,R02401
U05941,R03749
U05941,R04377
U05941,R02397
U05941,R02265
U00528,R06260
U00528,R05891
U00528,R02399
U00528,R01994
U00528,R02966
U03742,R04087
U03742,R02426
U03742,R06269
U03742,R04564
U03742,R01619
U04347,R01430
U04347,R01280
U04347,R05525
U04347,R01027
U04347,R00311
U07587,R03824
U07587,R01855
U07587,R02030
U07587,R05447
U07587,R02407
U02835,R03743
U02835,R06282
U02835,R03757
U02835,R05461
U02835,R06427
U04187,R05084
U04187,R02067
U04187,R04927
U04187,R02798
U04187,R03508
U00866,R06636
U00866,R00277
U00866,R01794
U00866,R04705
U00866,R04408
U00119,R05796
U00119,R04244
U00119,R04936
U00119,R02271
U00119,R06380
U02445,R06200
U02445,R01590
U02445,R03661
U02445,R02410
U02445,R05807
U02065,R05396
U02065,R02099
U02065,R03654
U02065,R05153
U02065,R02964
U00474,R05601
U00474,R01970
U00474,R05919
U00474,R04461
U00474,R01109
U02096,R04991
U02096,R01471
U02096,R00130
U02096,R04312
U02096,R02341
U07326,R03184
U07326,R05629
U07326,R01237
U07326,R05585
U07326,R03496
U03403,R04123
U03403,R00805
U03403,R06411
U03403,R04444
U03403,R00035
U06826,R05034
U06826,R04513
U06826,R02359
U06826,R01939
U06826,R03962
U01970,R04138
U01970,R02075
U01970,R04073
U01970,R03784
U01970,R01855
U00633,R02932
U00633,R06195
U00633,R05108
U00633,R04308
U00633,R06017
U08413,R04703
U08413,R01074
U08413,R03996
U08413,R02233
U08413,R04594
U06018,R01572
U06018,R02563
U06018,R01702
U06018,R00802
U06018,R05270
U00054,R05796
U00054,R02271
U00054,R04244
U00054,R03299
U00054,R00458
U07457,R00072
U07457,R04087
U07457,R06269
U07457,R05247
U07457,R06501
U00976,R03318
U00976,R01785
U00976,R02055
U00976,R03617
U00976,R00153
U04859,R00796
U04859,R02514
U04859,R05072
U04859,R06282
U04859,R04345
U00048,R02021
U00048,R02356
U00048,R05276
U00048,R03114
U00048,R01518
U06138,R03175
U06138,R04604
U06138,R01859
U06138,R02139
U06138,R01389
U07023,R03757
U07023,R05175
U07023,R06427
U07023,R05461
U07023,R05072
U08274,R00082
U08274,R00278
U08274,R01508
U08274,R02173
U08274,R04098
U00501,R05702
U00501,R03177
U00501,R05595
U00501,R02768
U00501,R00463
U07429,R06388
U07429,R01241
U07429,R05140
U07429,R02768
U07429,R00463
U00267,R03510
U00267,R06278
U00267,R01348
U00267,R02991
U00267,R05702
U05133,R00944
U05133,R04200
U05133,R03510
U05133,R05665
U05133,R01833
U00623,R02735
U00623,R03282
U00623,R04763
U00623,R02262
U00623,R04204
U05105,R01770
U05105,R03124
U05105,R03383
U05105,R03234
